Finalidad,Finalidad_imagen,Cod. y Desc. Funcion,Cod. y Desc. Funcion_imagen,Mes,Devengado Anterior,Sancionado,Presupuestado,Comprometido,Devengado,Pagado,Leyenda_Fecha_Act,Cod. Ejercicio Presupuestario
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,10,"3544,350464","5756,566128","6330,006128","5126,241283","5013,37977","4205,85383129",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,6 - Industria,paraque/industria.svg,11,"3544,350464","5756,566128","6647,403525","5812,59874353","5322,694605","4838,58220429",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,1,"2090,13366369","3110,728686","3110,728686","215,8074395","63,13107501","49,65607379",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,2,"2090,13366369","3110,728686","3143,118686","385,42294218","180,81226913","160,13676541",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,3,"2090,13366369","3110,728686","3143,118686","606,59420343","356,86118284","313,71250513",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,4,"2090,13366369","3110,728686","5643,318686","905,28423924","634,24656815","600,37282002",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,5,"2090,13366369","3110,728686","5644,218686","1240,41591638","985,92377494","936,90531883",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,6,"2090,13366369","3110,728686","5644,218686","1784,0940526","1484,84866378","1408,67376291",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,7,"2090,13366369","3110,728686","5662,457686","2189,99284617","1918,76986748","1873,73288729",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,8,"2090,13366369","3110,728686","5662,657686","2583,77682049","2310,02440931","2257,38277886",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,9,"2090,13366369","3110,728686","5540,713112","3060,08343147","2872,2157696","2701,1761048",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,10,"2090,13366369","3110,728686","5529,748112","3447,32600694","3259,99038999","3208,79266785",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,"7 - Comercio, Turismo y Otros Servicios",paraque/comercio_turismo_y_otros_servicios.svg,11,"2090,13366369","3110,728686","4746,683046","3940,18719118","3790,20638237","3630,76707124",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,1,"389,88096791","451,2114","451,2114","25,81361363","20,71122942","2,09660127",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,2,"389,88096791","451,2114","451,2114","75,04311871","52,19293735","27,13021924",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,3,"389,88096791","451,2114","451,2114","317,25569945","94,88921506","60,71812333",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,4,"389,88096791","451,2114","451,2114","329,59451712","122,16677405","103,99373331",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,5,"389,88096791","451,2114","451,2114","336,56107259","152,16924572","129,07031461",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,6,"389,88096791","451,2114","451,2114","365,69834024","213,26780181","163,02174596",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,7,"389,88096791","451,2114","451,2114","376,90498113","246,72268424","216,46212153",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,8,"389,88096791","451,2114","451,2114","391,33915865","277,6381276","250,32416195",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,9,"389,88096791","451,2114","489,4974","407,27223782","340,05984124","298,04620731",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,10,"389,88096791","451,2114","489,4974","425,56152028","370,87095501","341,44486449",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
4 - SERVICIOS ECONOMICOS,paraque/servicios_economicos.svg,8 - Seguros y Finanzas,paraque/seguros_y_finanzas.svg,11,"389,88096791","451,2114","690,4974","438,40036128","414,66309466","380,15253535",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,1,"87015,36347005","96432,22146","96432,22146","14431,51562806","1148,56027706","597,70841925",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,2,"87015,36347005","96432,22146","96432,22146","16121,87378384","5744,57966532","4872,30596985",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,3,"87015,36347005","96432,22146","96432,22146","16242,49588399","15232,44330914","14889,43748079",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,4,"87015,36347005","96432,22146","96432,22146","50171,25400558","22985,12311948","20877,03485247",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,5,"87015,36347005","96432,22146","96432,22146","50280,53694811","30260,26986585","29693,60359971",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,6,"87015,36347005","96432,22146","96432,22146","50389,7722332","49199,25249557","48746,23380014",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,7,"87015,36347005","96432,22146","96432,22146","69770,67239173","52648,74097255","51007,27128796",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,8,"87015,36347005","96432,22146","96432,22146","69959,24089967","55962,67449579","54802,38085076",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,9,"87015,36347005","96432,22146","96433,52146","70299,51134692","70296,6529665","67829,73831385",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,10,"87015,36347005","96432,22146","96953,52146","95565,30677165","77193,77350722","73803,31571192",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
5 - DEUDA PUBLICA,paraque/deuda_publica.svg,1 - Servicio de la Deuda Pública,paraque/servicio_de_la_deuda_publica.svg,11,"87015,36347005","96432,22146","110341,906342","88011,31571045","82080,74356247","81810,25840768",Última actualización del ejercicio 2015: 13 Diciembre 2015.,2015
